schID,SES,academic_abil,,,schID,SES,academic_abil
1012,750,220.6666667,,,,,
1012,250,249.3333333,,,,,
1012,700,176.6666667,,,,,
1012,595,227.3333333,,,,,
1012,600,185.6666667,,,,,
1012,550,258.3333333,,,,,
1012,300,238.3333333,,,,,
1012,500,195.3333333,,,,,
1012,550,208.3333333,,,,,
1013,350,224,,,,,
1013,500,234,,,,,
1013,450,246.3333333,,,,,
1013,150,147.6666667,,,,,
1013,710,211.6666667,,,,,
1013,250,170.6666667,,,,,
1013,290,190.3333333,,,,,
1013,350,211.6666667,,,,,
1013,150,232.3333333,,,,,
1013,500,210,,,,,
1013,500,193.6666667,,,,,
1013,430,240.3333333,,,,,
1013,250,246,,,,,
1013,480,220.3333333,,,,,
1013,600,178,,,,,
1013,500,194.6666667,,,,,
NA,800,239.3333333,,,,,
1013,400,229,,,,,
1013,170,181.6666667,,,,,
1013,350,192.6666667,,,,,
1013,250,150.3333333,,,,,
1013,250,173.6666667,,,,,
1013,500,195,,,,,
1013,400,236,,,,,
1013,340,204.3333333,,,,,
1013,350,166,,,,,
1013,350,217.3333333,,,,,
1013,400,232.3333333,,,,,
1013,200,204.3333333,,,,,
1013,450,154.6666667,,,,,
1013,200,192.6666667,,,,,
1013,700,187.3333333,,,,,
1013,600,184.6666667,,,,,
1013,500,201.3333333,,,,,
1013,450,233.3333333,,,,,
1013,350,250,,,,,
1013,600,214.6666667,,,,,
1013,300,244.3333333,,,,,
1013,400,220.3333333,,,,,
2033,250,187.3333333,,,,,
1014,500,214.6666667,,,,,
1014,550,190.6666667,,,,,
1014,120,214.3333333,,,,,
1014,350,201.3333333,,,,,
1014,600,195,,,,,
1014,200,172.3333333,,,,,
2178,200,117,,,,,
1014,400,248.3333333,,,,,
1014,600,187,,,,,
1014,300,146,,,,,
1014,500,202.3333333,,,,,
1014,250,224,,,,,
1014,360,177.3333333,,,,,
1014,600,219,,,,,
2015,600,206,,,,,
1014,430,228.6666667,,,,,
1014,300,253.3333333,,,,,
1014,500,194,,,,,
2007,250,230,,,,,
1014,400,207.6666667,,,,,
1014,700,212.3333333,,,,,
1014,500,198,,,,,
1014,450,184.6666667,,,,,
1014,450,165.3333333,,,,,
1014,250,201,,,,,
1014,600,259.3333333,,,,,
1014,750,233.3333333,,,,,
1014,300,199,,,,,
1014,200,203,,,,,
1014,450,203.6666667,,,,,
1014,500,190.6666667,,,,,
1014,500,179,,,,,
1015,600,204,,,,,
1015,600,240.3333333,,,,,
1015,400,228.3333333,,,,,
1015,300,189,,,,,
1015,500,216.6666667,,,,,
1015,450,190.6666667,,,,,
1015,500,191,,,,,
1015,900,213.6666667,,,,,
1015,500,198.3333333,,,,,
1015,320,236.3333333,,,,,
1015,200,180,,,,,
1015,300,157.6666667,,,,,
1015,300,192,,,,,
1015,400,180.3333333,,,,,
1015,322,211.6666667,,,,,
1015,200,216,,,,,
1015,600,192,,,,,
1015,700,236,,,,,
1015,450,210,,,,,
1015,250,258.3333333,,,,,
1015,750,180.3333333,,,,,
1015,200,132.6666667,,,,,
NA,350,250,,,,,
1015,390,206,,,,,
1015,400,168.6666667,,,,,
1015,1000,259.3333333,,,,,
1015,600,192.6666667,,,,,
1015,1000,214,,,,,
1015,400,186.3333333,,,,,
1015,500,218.6666667,,,,,
1015,1500,126,,,,,
1015,500,170.6666667,,,,,
1015,500,231.3333333,,,,,
1015,540,178,,,,,
1015,1100,223.3333333,,,,,
1015,400,169.3333333,,,,,
1015,600,162,,,,,
1015,750,200.3333333,,,,,
1015,NA,216.6666667,,,,,
1015,500,184.6666667,,,,,
1016,500,188.3333333,,,,,
1016,120,224,,,,,
1016,1000,251.3333333,,,,,
1016,700,228.6666667,,,,,
1016,500,190.3333333,,,,,
1016,2300,235.6666667,,,,,
1016,550,127.6666667,,,,,
1016,500,249.3333333,,,,,
1016,230,139.3333333,,,,,
1016,300,147.6666667,,,,,
1016,1200,199.3333333,,,,,
1016,600,197,,,,,
1016,594,228,,,,,
1016,400,153.6666667,,,,,
1016,500,181.6666667,,,,,
1016,300,201,,,,,
1016,500,214.6666667,,,,,
1016,500,195.6666667,,,,,
1016,520,178.3333333,,,,,
1016,320,153.6666667,,,,,
1016,700,201.6666667,,,,,
1016,300,175.3333333,,,,,
1016,400,153,,,,,
1016,460,139.3333333,,,,,
1016,1500,236.6666667,,,,,
1016,150,160.6666667,,,,,
1016,300,166,,,,,
1016,200,239,,,,,
1016,700,211.6666667,,,,,
1016,600,226,,,,,
1016,400,116,,,,,
1016,350,154.3333333,,,,,
1016,600,205.6666667,,,,,
1016,560,217,,,,,
1016,130,198.3333333,,,,,
1016,750,231.6666667,,,,,
1016,150,213.6666667,,,,,
1018,190,174,,,,,
1018,500,214.3333333,,,,,
1018,450,162,,,,,
1018,300,175.6666667,,,,,
1018,680,198,,,,,
1018,700,239.3333333,,,,,
1018,450,204.3333333,,,,,
2008,300,241,,,,,
1018,250,210.3333333,,,,,
1018,800,171,,,,,
1018,500,172,,,,,
1018,500,183.6666667,,,,,
1018,700,220.6666667,,,,,
1018,150,134.6666667,,,,,
1018,350,162.6666667,,,,,
1018,200,189.3333333,,,,,
1018,550,168.3333333,,,,,
1018,600,240.6666667,,,,,
1018,380,219.6666667,,,,,
1018,500,232,,,,,
1018,400,216.3333333,,,,,
1018,75,179.3333333,,,,,
1018,800,231.3333333,,,,,
1018,800,190.6666667,,,,,
1018,600,232.3333333,,,,,
1018,1233,182,,,,,
1018,1300,216.6666667,,,,,
1018,300,193,,,,,
1018,500,185,,,,,
1018,1500,210.3333333,,,,,
1018,300,228,,,,,
1018,600,214.3333333,,,,,
1018,320,224.6666667,,,,,
1018,1000,221.6666667,,,,,
1018,600,207.3333333,,,,,
1018,600,217,,,,,
1018,450,205.6666667,,,,,
1018,400,161.6666667,,,,,
1018,300,237,,,,,
1018,58,146.3333333,,,,,
1019,300,190.6666667,,,,,
1019,300,201.3333333,,,,,
1019,300,164,,,,,
1018,170,157.6666667,,,,,
1019,400,189.6666667,,,,,
1019,100,194.3333333,,,,,
2027,400,157.3333333,,,,,
1019,200,242.6666667,,,,,
1019,100,155,,,,,
1019,400,232,,,,,
2019,400,198,,,,,
1019,800,210,,,,,
1019,150,154.3333333,,,,,
1019,300,179,,,,,
1019,NA,217.3333333,,,,,
1019,500,254.3333333,,,,,
1019,700,201.3333333,,,,,
1019,500,251.3333333,,,,,
1019,500,236,,,,,
1019,270,138,,,,,
1019,400,146,,,,,
1019,100,131,,,,,
1019,350,184.6666667,,,,,
1019,NA,201.3333333,,,,,
1019,280,187.6666667,,,,,
1019,400,193,,,,,
NA,500,222,,,,,
1019,200,132.6666667,,,,,
1019,400,224.6666667,,,,,
1019,500,218.6666667,,,,,
1019,300,192.6666667,,,,,
1019,350,179.6666667,,,,,
2203,200,191,,,,,
1019,500,192.3333333,,,,,
1019,800,255.3333333,,,,,
1019,300,171,,,,,
1019,126,195,,,,,
1019,NA,128,,,,,
NA,500,NA,,,,,
1019,NA,202.3333333,,,,,
1020,450,211,,,,,
1020,350,213.6666667,,,,,
1020,600,231.6666667,,,,,
1020,400,231.6666667,,,,,
1020,280,219,,,,,
1020,423,208.3333333,,,,,
1020,340,166,,,,,
1020,300,196,,,,,
1020,300,194.3333333,,,,,
1020,250,170.3333333,,,,,
1020,400,171.6666667,,,,,
1020,450,214.3333333,,,,,
1020,220,219,,,,,
1020,18,141.6666667,,,,,
1020,400,228.6666667,,,,,
1020,400,176.6666667,,,,,
1020,400,162.3333333,,,,,
1020,500,224.3333333,,,,,
1020,100,221.6666667,,,,,
1020,400,156.3333333,,,,,
1020,300,157.3333333,,,,,
1020,400,228,,,,,
1020,330,190.3333333,,,,,
1020,500,136.6666667,,,,,
1020,NA,162.3333333,,,,,
1020,180,146,,,,,
1020,NA,110.6666667,,,,,
1020,500,165.6666667,,,,,
1020,200,241,,,,,
1020,500,169.6666667,,,,,
1020,400,118.3333333,,,,,
1020,300,112,,,,,
1020,500,114.6666667,,,,,
1020,270,171.3333333,,,,,
1021,1300,242,,,,,
1021,450,182.3333333,,,,,
1021,500,169.6666667,,,,,
1021,250,156.6666667,,,,,
1021,600,192.3333333,,,,,
1021,NA,211,,,,,
1021,800,235,,,,,
1021,1500,226.6666667,,,,,
1021,500,210,,,,,
1021,580,183,,,,,
1021,500,222.3333333,,,,,
1021,500,231.3333333,,,,,
1021,760,225.3333333,,,,,
1021,500,222.3333333,,,,,
1021,600,236.3333333,,,,,
1021,270,238.3333333,,,,,
1021,900,137.3333333,,,,,
1021,500,211.3333333,,,,,
1021,400,170.3333333,,,,,
2204,300,130.6666667,,,,,
1021,450,216,,,,,
1021,800,220,,,,,
1021,400,179.6666667,,,,,
1021,350,174.6666667,,,,,
1022,400,189.3333333,,,,,
1022,2000,213.3333333,,,,,
1022,450,242.6666667,,,,,
1022,450,259.3333333,,,,,
1022,350,211,,,,,
1022,400,193.6666667,,,,,
1022,350,217.6666667,,,,,
1022,600,204.6666667,,,,,
1022,NA,206.6666667,,,,,
1022,580,193.3333333,,,,,
1022,900,178.3333333,,,,,
1022,380,224,,,,,
1022,400,187.3333333,,,,,
1022,300,198.3333333,,,,,
2011,700,238.3333333,,,,,
1022,500,194.3333333,,,,,
1022,400,189.6666667,,,,,
1022,158,129.6666667,,,,,
1022,NA,102.6666667,,,,,
